key,turkish,english,source_file,line,raw_snippet
CeviriBasariliTranscribedText,✅ Çeviri başarılı: {transcribedText},,MainWindow.ChatPanel.cs,1015,✅ Çeviri başarılı: {transcribedText}
SesAlgilanamadiVeyaCeviriBosDondu,⚠️ Ses algılanamadı veya çeviri boş döndü.,⚠️ No speech was detected or the transcription was empty.,MainWindow.ChatPanel.cs,1022,⚠️ Ses algılanamadı veya çeviri boş döndü.
TranskripsiyonHatasiExMessage,Transkripsiyon hatası: {ex.Message},,MainWindow.ChatPanel.cs,1027,Transkripsiyon hatası: {ex.Message}
IlkKurulum,İlk Kurulum,,MainWindow.ChatPanel.cs,1035,İlk Kurulum
SesliKomutIlkKurulum,Sesli Komut — İlk Kurulum,Voice Command — First Setup,MainWindow.ChatPanel.cs,1046,Sesli Komut — İlk Kurulum
SesliKomutAyarlariKaydedildiArtikMikrofonaBasarakKonusabilirsiniz,✅ Sesli Komut ayarları kaydedildi. Artık mikrofona basarak konuşabilirsiniz!,,MainWindow.ChatPanel.cs,1053,✅ Sesli Komut ayarları kaydedildi. Artık mikrofona basarak konuşabilirsiniz!
SesliKomutKurulumuTamamlandi,Sesli Komut kurulumu tamamlandı!,,MainWindow.ChatPanel.cs,1054,Sesli Komut kurulumu tamamlandı!
RAGYenidenIndekslemeTamamlandi,✅ RAG yeniden indeksleme tamamlandı.,✅ RAG reindexing completed.,MainWindow.ChatPanel.cs,1078,✅ RAG yeniden indeksleme tamamlandı.
RAGIndekslemeHatasiExMessage,❌ RAG indeksleme hatası: {ex.Message},,MainWindow.ChatPanel.cs,1082,❌ RAG indeksleme hatası: {ex.Message}
RAGDevreDisiBirakildi,⚪ RAG devre dışı bırakıldı.,,MainWindow.ChatPanel.cs,1103,⚪ RAG devre dışı bırakıldı.
RAGKapatildi,RAG kapatıldı.,,MainWindow.ChatPanel.cs,1104,RAG kapatıldı.
RAGBaslatiliyor,⏳ RAG başlatılıyor...,,MainWindow.ChatPanel.cs,1117,⏳ RAG başlatılıyor...
SettingsRagModelModeliIleBaglaniyor,{_settings.RagModel} modeli ile bağlanıyor,,MainWindow.ChatPanel.cs,1118,{_settings.RagModel} modeli ile bağlanıyor
RAGAktifEdildiVeIndekslemeTamamlandi,✅ RAG aktif edildi ve indeksleme tamamlandı!,,MainWindow.ChatPanel.cs,1130,✅ RAG aktif edildi ve indeksleme tamamlandı!
RAGAktifProjeBaglamiAIAEnjekteEdiliyor,RAG aktif! Proje bağlamı AI'a enjekte ediliyor.,,MainWindow.ChatPanel.cs,1131,RAG aktif! Proje bağlamı AI'a enjekte ediliyor.
RAGBaslatmaHatasiExMessage,❌ RAG başlatma hatası: {ex.Message},,MainWindow.ChatPanel.cs,1135,❌ RAG başlatma hatası: {ex.Message}
IndekslenenDosyalar,📁 İndekslenen dosyalar:,📁 Indexed files:,MainWindow.ChatPanel.cs,1159,📁 İndekslenen dosyalar:
RagServiceChunkCount0KodBloguIndekslendi,{_ragService?.ChunkCount ?? 0} kod bloğu indekslendi,,MainWindow.ChatPanel.cs,1165,{_ragService?.ChunkCount ?? 0} kod bloğu indekslendi
RAGDevreDisi,RAG Devre Dışı,RAG Disabled,MainWindow.ChatPanel.cs; MainWindow.xaml; MainWindow.xaml.cs,1170,RAG Devre Dışı
AyarlarButonunaTiklayarakAPIGirin,⚙️ Ayarlar butonuna tıklayarak API girin,⚙️ Click the Settings button to enter the API,MainWindow.ChatPanel.cs,1171,⚙️ Ayarlar butonuna tıklayarak API girin
_0KodBloguIndekslendi,0 kod bloğu indekslendi,0 code blocks indexed,MainWindow.ChatPanel.cs; MainWindow.xaml,1174,0 kod bloğu indekslendi
SesliKayitBasladi,🎤 Sesli kayıt başladı,,MainWindow.ChatPanel.cs,1187,🎤 Sesli kayıt başladı
Konusun,🎤 Konuşun...,,MainWindow.ChatPanel.cs,1188,🎤 Konuşun...
SesliKayitDurduruldu,🎤 Sesli kayıt durduruldu,,MainWindow.ChatPanel.cs,1199,🎤 Sesli kayıt durduruldu
TranskripsiyonIsleniyor,🔄 Transkripsiyon işleniyor...,,MainWindow.ChatPanel.cs,1200,🔄 Transkripsiyon işleniyor...
TranskripsiyonTamamlandiETextSubstring0MathMin50ETextLength,"✅ Transkripsiyon tamamlandı: {e.Text.Substring(0, Math.Min(50, e.Text.Length))}",,MainWindow.ChatPanel.cs,1211,"✅ Transkripsiyon tamamlandı: {e.Text.Substring(0, Math.Min(50, e.Text.Length))}"
TranskripsiyonTamamlandi,✅ Transkripsiyon tamamlandı,,MainWindow.ChatPanel.cs,1212,✅ Transkripsiyon tamamlandı
TranskripsiyonHatasiEMessage,❌ Transkripsiyon hatası: {e.Message},,MainWindow.ChatPanel.cs,1223,❌ Transkripsiyon hatası: {e.Message}
TranskripsiyonHatasiEMessage2,Transkripsiyon hatası: {e.Message},,MainWindow.ChatPanel.cs,1224,Transkripsiyon hatası: {e.Message}
TranskripsiyonHatasi,❌ Transkripsiyon hatası,,MainWindow.ChatPanel.cs,1225,❌ Transkripsiyon hatası
Kirpildi,... (kırpıldı) ...,,MainWindow.ChatPanel.cs,1271,\n... (kırpıldı) ...\n
AIDusunmeyeBasladi,🧠 AI düşünmeye başladı,,MainWindow.ChatPanel.cs,1310,🧠 AI düşünmeye başladı
Dusunuyor,🧠 Düşünüyor...,🧠 Thinking...,MainWindow.ChatPanel.cs; MainWindow.ChatPanel.cs,1380,🧠 Düşünüyor...
AIIstegiAnalizEdiyor,🧠 AI isteği analiz ediyor...,,MainWindow.ChatPanel.cs,1598,🧠 AI isteği analiz ediyor...
AIIslemiSirasindaHataOlustuResultErrorMessage,AI işlemi sırasında hata oluştu: {result.ErrorMessage},,MainWindow.ChatPanel.cs,1621,AI işlemi sırasında hata oluştu: {result.ErrorMessage}
IslemKullaniciTarafindanIptalEdildi,İşlem kullanıcı tarafından iptal edildi.,,MainWindow.ChatPanel.cs,1638,İşlem kullanıcı tarafından iptal edildi.
IslemIptalEdildi,İşlem iptal edildi.,,MainWindow.ChatPanel.cs,1639,İşlem iptal edildi.
AIHatasiEx,AI Hatası: {ex},,MainWindow.ChatPanel.cs,1646,AI Hatası: {ex}
AIIslemiSirasindaHataOlustuExMessage,AI işlemi sırasında hata oluştu: {ex.Message},,MainWindow.ChatPanel.cs,1647,AI işlemi sırasında hata oluştu: {ex.Message}
Gonder,Gönder,,MainWindow.ChatPanel.cs,1655,Gönder
AIYanitiTamamlandiSiraSizde,✅ AI yanıtı tamamlandı. Sıra sizde.,,MainWindow.ChatPanel.cs,1661,✅ AI yanıtı tamamlandı. Sıra sizde.
Dusunuyorum,Düşünüyorum...,,MainWindow.ChatPanel.cs; MainWindow.ChatPanel.cs; MainWindow.ChatPanel.cs,1880,Düşünüyorum...
EkDosyaAcmaBasarisizIcerikYok,Ek dosya açma başarısız: içerik yok.,,MainWindow.ChatPanel.cs,1951,Ek dosya açma başarısız: içerik yok.
EkDosyaAcilirkenHataExMessage,Ek dosya açılırken hata: {ex.Message},,MainWindow.ChatPanel.cs,1960,Ek dosya açılırken hata: {ex.Message}
EkDosyaAcilamadiExMessage,Ek dosya açılamadı: {ex.Message},,MainWindow.ChatPanel.cs,1961,Ek dosya açılamadı: {ex.Message}
Baslik,Başlık:,,MainWindow.ChatPanel.cs,2174,Başlık:
Aciklama2,Açıklama:,,MainWindow.ChatPanel.cs,2175,Açıklama:
DusunceSureciThoughtProcess,💡 Düşünce Süreci (Thought Process),,MainWindow.ChatPanel.cs,2264,💡 Düşünce Süreci (Thought Process)
KodBlogunuKopyala,Kod bloğunu kopyala,,MainWindow.ChatPanel.cs,2322,Kod bloğunu kopyala
EditordeAc,Editörde aç,,MainWindow.ChatPanel.cs,2328,Editörde aç
KoduYeniBirTaslakSekmesindeAc,Kodu yeni bir taslak sekmesinde aç,,MainWindow.ChatPanel.cs,2336,Kodu yeni bir taslak sekmesinde aç
KodTaslakSekmesindeAcildiDisplayName,Kod taslak sekmesinde açıldı: {displayName},,MainWindow.ChatPanel.cs,2449,Kod taslak sekmesinde açıldı: {displayName}
YanitiPanoyaKopyala,Yanıtı panoya kopyala,,MainWindow.ChatPanel.cs,2493,Yanıtı panoya kopyala
BuYanitiYenidenUret,Bu yanıtı yeniden üret,,MainWindow.ChatPanel.cs,2496,Bu yanıtı yeniden üret
GirisAlaninaGec,Giriş alanına geç,,MainWindow.ChatPanel.cs,2499,Giriş alanına geç
OnceMevcutAIIslemininTamamlanmasiniBekleyin,Önce mevcut AI işleminin tamamlanmasını bekleyin.,,MainWindow.ChatPanel.cs,2560,Önce mevcut AI işleminin tamamlanmasını bekleyin.
BuYanitIcinYenidenUretilecekKullaniciMesajiBulunamadi,Bu yanıt için yeniden üretilecek kullanıcı mesajı bulunamadı.,,MainWindow.ChatPanel.cs; MainWindow.ChatPanel.cs,2574,Bu yanıt için yeniden üretilecek kullanıcı mesajı bulunamadı.
ReplaceStreamedItemContentHatasiExMessage,ReplaceStreamedItemContent hatası: {ex.Message},,MainWindow.ChatPanel.cs,2833,ReplaceStreamedItemContent hatası: {ex.Message}
AltAjanEvRoleArkaPlandaGorevlendirildiEvPrompt,Alt Ajan ({ev.Role}) arka planda görevlendirildi: {ev.Prompt},,MainWindow.ChatPanel.cs,2957,Alt Ajan ({ev.Role}) arka planda görevlendirildi: {ev.Prompt}
SenBirAltAjansinRolunEvRoleGorevinEvPromptSadeceHedefiniGerceklestirVeAraclariKullanKullaniciSanaCevapVeremez,Sen bir alt-ajansın. Rolün: {ev.Role}. Görevin: {ev.Prompt}. Sadece hedefini gerçekleştir ve araçları kullan. Kullanıcı sana cevap veremez.,,MainWindow.ChatPanel.cs,2969,Sen bir alt-ajansın. Rolün: {ev.Role}. Görevin: {ev.Prompt}. Sadece hedefini gerçekleştir ve araçları kullan. Kullanıcı sana cevap veremez.
Basari,Başarı,,MainWindow.ChatPanel.cs,2986,Başarı
AltAjanEvRoleGoreviniBitirdiStatus,Alt Ajan ({ev.Role}) görevini bitirdi. ({status}),,MainWindow.ChatPanel.cs,2992,Alt Ajan ({ev.Role}) görevini bitirdi. ({status})
AltAjanEvRoleKritikHataAldi,Alt Ajan ({ev.Role}) kritik hata aldı.,,MainWindow.ChatPanel.cs,3009,Alt Ajan ({ev.Role}) kritik hata aldı.
SubAgentBaslatilamadiExMessage,SubAgent başlatılamadı: {ex.Message},,MainWindow.ChatPanel.cs,3019,SubAgent başlatılamadı: {ex.Message}
IstegiAnalizEdiyorum,İsteği analiz ediyorum...,,MainWindow.ChatPanel.cs,3050,İsteği analiz ediyorum...
AjanAkisiBaslatildi,Ajan akışı başlatıldı,,MainWindow.ChatPanel.cs,3059,Ajan akışı başlatıldı
TODOListesiVeCanliDurumGuncellemeleriAktif,TODO listesi ve canlı durum güncellemeleri aktif.,,MainWindow.ChatPanel.cs,3060,TODO listesi ve canlı durum güncellemeleri aktif.
Calisiyor,🔄 Çalışıyor...,,MainWindow.ChatPanel.cs,3270,🔄 Çalışıyor...
HataIleTamamlandi,Hata ile tamamlandı,,MainWindow.ChatPanel.cs,3288,Hata ile tamamlandı
IslemBasariylaTamamlandi,İşlem başarıyla tamamlandı,,MainWindow.ChatPanel.cs,3288,İşlem başarıyla tamamlandı
Hazir2,✅ Hazır,✅ Ready,MainWindow.ChatPanel.cs; MainWindow.ChatPanel.cs; MainWindow.ChatPanel.cs,3305,✅ Hazır
DegistirilenDosyalarModifiedFilesCountStringJoin,📝 Değiştirilen dosyalar ({modifiedFiles.Count}): {string.Join(,,MainWindow.ChatPanel.cs,3324,📝 Değiştirilen dosyalar ({modifiedFiles.Count}): {string.Join(
OlusturulanDosyalarCreatedFilesCountStringJoin,✨ Oluşturulan dosyalar ({createdFiles.Count}): {string.Join(,,MainWindow.ChatPanel.cs,3327,✨ Oluşturulan dosyalar ({createdFiles.Count}): {string.Join(
GuncellenenDosyaYollariStringJoin,📂 Güncellenen dosya yolları: {string.Join(,,MainWindow.ChatPanel.cs,3330,📂 Güncellenen dosya yolları: {string.Join(
BitisDateTimeNowHHMmSs,⏱️ Bitiş: {DateTime.Now:HH:mm:ss},,MainWindow.ChatPanel.cs,3332,⏱️ Bitiş: {DateTime.Now:HH:mm:ss}
DosyalariDuzenliyor,✏️ Dosyaları düzenliyor...,✏️ Editing files...,MainWindow.ChatPanel.cs,3535,✏️ Dosyaları düzenliyor...
TerminalKomutuCalisiyor,💻 Terminal komutu çalışıyor...,💻 Running terminal command...,MainWindow.ChatPanel.cs,3539,💻 Terminal komutu çalışıyor...
TestlerCalisiyor,🧪 Testler çalışıyor...,🧪 Running tests...,MainWindow.ChatPanel.cs,3547,🧪 Testler çalışıyor...
HatalariDuzeltiyor,🔧 Hataları düzeltiyor...,🔧 Fixing errors...,MainWindow.ChatPanel.cs,3551,🔧 Hataları düzeltiyor...
DosyaTotalLinesSatirTamIcerik,[Dosya: {totalLines} satır — tam içerik],,MainWindow.ChatPanel.cs,3594,[Dosya: {totalLines} satır — tam içerik]\n
DosyaTotalLinesSatirGosterilenBolgeSatirStartLine1EndLine1ImlecCaretLine,[Dosya: {totalLines} satır — gösterilen bölge: satır {startLine + 1}–{endLine + 1} (imleç: {caretLine})],,MainWindow.ChatPanel.cs,3606,[Dosya: {totalLines} satır — gösterilen bölge: satır {startLine + 1}–{endLine + 1} (imleç: {caretLine})]
StartLineSatirGizlendi,... ({startLine} satır gizlendi) ...,,MainWindow.ChatPanel.cs,3607,... ({startLine} satır gizlendi) ...\n
TotalLinesEndLine1SatirGizlendi,... ({totalLines - endLine - 1} satır gizlendi) ...,,MainWindow.ChatPanel.cs,3608,\n... ({totalLines - endLine - 1} satır gizlendi) ...
Kaydet,Kaydet,Save,MainWindow.ChatPanel.cs,184,"Localization.Get('Kaydet', 'Save')"
YeniSohbet,Yeni Sohbet,New Chat,MainWindow.ChatPanel.cs,604,"Localization.Get('Yeni Sohbet', 'New Chat')"
SohbetiSil,Sohbeti Sil,Delete Chat,MainWindow.ChatPanel.cs,627,"Localization.Get('Sohbeti Sil', 'Delete Chat')"
Temizle,Temizle,Clear,MainWindow.ChatPanel.cs,643,"Localization.Get('Temizle', 'Clear')"
AyarlarKaydedildi,Ayarlar kaydedildi.,Settings saved.,MainWindow.ChatPanel.cs,678,"Localization.Get('Ayarlar kaydedildi.', 'Settings saved.')"
YenidenIndeksleniyor,🔄 Yeniden indeksleniyor...,🔄 Reindexing...,MainWindow.ChatPanel.cs,1071,"Localization.Get('🔄 Yeniden indeksleniyor...', '🔄 Reindexing...')"
RAGAktif,🧠 RAG Aktif,🧠 RAG Active,MainWindow.ChatPanel.cs,1151,"Localization.Get('🧠 RAG Aktif', '🧠 RAG Active')"
DosyaOkuyor,📖 Dosya okuyor...,📖 Reading file...,MainWindow.ChatPanel.cs,3529,"Localization.Get('📖 Dosya okuyor...', '📖 Reading file...')"
ProjeDerleniyor,🔨 Proje derleniyor...,🔨 Building project...,MainWindow.ChatPanel.cs,3543,"Localization.Get('🔨 Proje derleniyor...', '🔨 Building project...')"
Hata,❌ Hata,❌ Error,MainWindow.ChatPanel.cs,3559,"Localization.Get('❌ Hata', '❌ Error')"
FlutterWebOnizleme,🌐 Flutter Web (Önizleme),,MainWindow.RunDebug.cs,165,🌐 Flutter Web (Önizleme)
FlutterWindowsMasaustu,🪟 Flutter Windows (Masaüstü),,MainWindow.RunDebug.cs,166,🪟 Flutter Windows (Masaüstü)
StatikWebOnizleme,📄 Statik Web (Önizleme),,MainWindow.RunDebug.cs,170,📄 Statik Web (Önizleme)
ADBHatasi,⚠️ ADB Hatası,,MainWindow.RunDebug.cs,175,⚠️ ADB Hatası
NativeAndroidProjesiAlgilandiDerleniyorVeYukleniyor,🚀 Native Android projesi algılandı. Derleniyor ve yükleniyor...,,MainWindow.RunDebug.cs,271,🚀 Native Android projesi algılandı. Derleniyor ve yükleniyor...
YuklemeKomutuGonderildiCihaziniziKontrolEdin,✅ Yükleme komutu gönderildi. Cihazınızı kontrol edin.,,MainWindow.RunDebug.cs,275,✅ Yükleme komutu gönderildi. Cihazınızı kontrol edin.
WebProjesiAlgilandiTarayicidaAciliyor,🌐 Web projesi algılandı. Tarayıcıda açılıyor...,,MainWindow.RunDebug.cs,281,🌐 Web projesi algılandı. Tarayıcıda açılıyor...
NodeReactProjesiAlgilandiNPMBaslatiliyor,📦 Node/React projesi algılandı. NPM başlatılıyor...,,MainWindow.RunDebug.cs,291,📦 Node/React projesi algılandı. NPM başlatılıyor...
ProjeTuruAlgilanamadiCalistirmakIcinBirFlutterAndroidVeyaHTMLProjesiAcin,"⚠️ Proje türü algılanamadı. Çalıştırmak için bir Flutter, Android veya HTML projesi açın.",,MainWindow.RunDebug.cs,299,"⚠️ Proje türü algılanamadı. Çalıştırmak için bir Flutter, Android veya HTML projesi açın."
HotReloadKomutuRGonderiliyor,⚡ Hot Reload komutu (r) gönderiliyor...,,MainWindow.RunDebug.cs,308,⚡ Hot Reload komutu (r) gönderiliyor...
HotReloadSadeceCalisanFlutterProjelerindeKullanilabilir,⚠️ Hot Reload sadece çalışan Flutter projelerinde kullanılabilir.,,MainWindow.RunDebug.cs,313,⚠️ Hot Reload sadece çalışan Flutter projelerinde kullanılabilir.
CalisanTerminalSureciDurduruluyor,⏹ Çalışan terminal süreci durduruluyor...,,MainWindow.RunDebug.cs,332,⏹ Çalışan terminal süreci durduruluyor...
TerminalSureciKapatildi,✅ Terminal süreci kapatıldı.,,MainWindow.RunDebug.cs,336,✅ Terminal süreci kapatıldı.
SurecKapatilamadi,❌ Süreç kapatılamadı.,,MainWindow.RunDebug.cs,340,❌ Süreç kapatılamadı.
AndroidUygulamasiDurdurulmayaCalisiliyor,⏹ Android uygulaması durdurulmaya çalışılıyor...,,MainWindow.RunDebug.cs,345,⏹ Android uygulaması durdurulmaya çalışılıyor...
DurdurulacakAktifBirUygulamaBulunamadi,⏹ Durdurulacak aktif bir uygulama bulunamadı.,,MainWindow.RunDebug.cs,351,⏹ Durdurulacak aktif bir uygulama bulunamadı.
SurecDurdurulamadiVeyaCalistirilacakSurecYok,Süreç durdurulamadı veya çalıştırılacak süreç yok.,,MainWindow.Terminal.cs,57,Süreç durdurulamadı veya çalıştırılacak süreç yok.
TiklayarakDetayliIstatistikleriGorebilirsiniz,Tıklayarak detaylı istatistikleri görebilirsiniz,,MainWindow.xaml,681,"ToolTip=""Tıklayarak detaylı istatistikleri görebilirsiniz"""
DetayliIstatistikler,📊 Detaylı İstatistikler,,MainWindow.xaml,704,"Text=""📊 Detaylı İstatistikler"""
GecerliDosyayiKaydederCtrlS,Geçerli dosyayı kaydeder (Ctrl+S),,MainWindow.xaml,791,"ToolTip=""Geçerli dosyayı kaydeder (Ctrl+S)"""
AcikTumDosyalariKaydederCtrlShiftS,Açık tüm dosyaları kaydeder (Ctrl+Shift+S),,MainWindow.xaml,792,"ToolTip=""Açık tüm dosyaları kaydeder (Ctrl+Shift+S)"""
AcikDosyayiOtomatikOlarakBicimlendirirBosluklariDuzenler,"Açık dosyayı otomatik olarak biçimlendirir, boşlukları düzenler",,MainWindow.xaml,793,"ToolTip=""Açık dosyayı otomatik olarak biçimlendirir, boşlukları düzenler"""
BilgisayarinizdanHizlicaDosyaSecipAcmaniziSaglar,Bilgisayarınızdan hızlıca dosya seçip açmanızı sağlar,,MainWindow.xaml,794,"ToolTip=""Bilgisayarınızdan hızlıca dosya seçip açmanızı sağlar"""
DosyaAcikDegil,📄 Dosya Açık Değil,,MainWindow.xaml; MainWindow.xaml.cs; MainWindow.xaml.cs; MainWindow.xaml.cs,798,"Text=""📄 Dosya Açık Değil"""
UygulamayiCalistirmakIcinHedefCihaziSecin,Uygulamayı çalıştırmak için hedef cihazı seçin,,MainWindow.xaml,802,"ToolTip=""Uygulamayı çalıştırmak için hedef cihazı seçin"""
UygulamayiSeciliCihazdaCalistirir,Uygulamayı seçili cihazda çalıştırır,,MainWindow.xaml,805,"ToolTip=""Uygulamayı seçili cihazda çalıştırır"""
UygulamayiKapatmadanDegisiklikleriCanliOlarakUygular,Uygulamayı kapatmadan değişiklikleri canlı olarak uygular,,MainWindow.xaml,806,"ToolTip=""Uygulamayı kapatmadan değişiklikleri canlı olarak uygular"""
CalisanUygulamayiDurdurur,Çalışan uygulamayı durdurur,,MainWindow.xaml,807,"ToolTip=""Çalışan uygulamayı durdurur"""
TumKomutlariArayarakBulmaniziSaglarCtrlP,Tüm komutları arayarak bulmanızı sağlar (Ctrl+P),,MainWindow.xaml,812,"ToolTip=""Tüm komutları arayarak bulmanızı sağlar (Ctrl+P)"""
GuvenliMod,🛡 Güvenli Mod,,MainWindow.xaml,813,"Content=""🛡 Güvenli Mod"""
TumIslemlerIcinOnayIsterYanlisliklariVeHatalariOnler,"Tüm işlemler için onay ister, yanlışlıkları ve hataları önler",,MainWindow.xaml,813,"ToolTip=""Tüm işlemler için onay ister, yanlışlıkları ve hataları önler"""
RefaktorYorumEklemeTestUretmePlanlamaGibiAIIslemleriniIcerir,"Refaktör, yorum ekleme, test üretme, planlama gibi AI işlemlerini içerir",,MainWindow.xaml,814,"ToolTip=""Refaktör, yorum ekleme, test üretme, planlama gibi AI işlemlerini içerir"""
DosyayiRefaktorEt,Dosyayı Refaktör Et,,MainWindow.xaml; MainWindow.xaml.cs,817,"Header=""Dosyayı Refaktör Et"""
YorumlariGelistir,Yorumları Geliştir,,MainWindow.xaml; MainWindow.xaml.cs,818,"Header=""Yorumları Geliştir"""
DosyayiAcikla,Dosyayı Açıkla,,MainWindow.xaml; MainWindow.xaml.cs,819,"Header=""Dosyayı Açıkla"""
PlanModuOlustur,Plan Modu Oluştur,,MainWindow.xaml,820,"Header=""Plan Modu Oluştur"""
TestSenaryosuUret,Test Senaryosu Üret,,MainWindow.xaml; MainWindow.xaml.cs,821,"Header=""Test Senaryosu Üret"""
SonAIYanitiniDosyayaUygula,Son AI Yanıtını Dosyaya Uygula,,MainWindow.xaml,823,"Header=""Son AI Yanıtını Dosyaya Uygula"""
MevcutProjeIcinAdimAdimUygulamaPlaniHazirlar,Mevcut proje için adım adım uygulama planı hazırlar,,MainWindow.xaml,827,"ToolTip=""Mevcut proje için adım adım uygulama planı hazırlar"""
MdaiAgentEklentileriniYukleyipYonetmeniziSaglar,mdaiAgent eklentilerini yükleyip yönetmenizi sağlar,,MainWindow.xaml,828,"ToolTip=""mdaiAgent eklentilerini yükleyip yönetmenizi sağlar"""
MdaiAgentHakkindaBilgiVerir,mdaiAgent hakkında bilgi verir,,MainWindow.xaml,829,"ToolTip=""mdaiAgent hakkında bilgi verir"""
MdaiAgentAHosGeldiniz,mdaiAgent'a Hoş Geldiniz! 🚀,,MainWindow.xaml; MainWindow.xaml.cs,880,"Text=""mdaiAgent'a Hoş Geldiniz! 🚀"""
AIDestekliKodAsistaninizCalismayaHazir,AI destekli kod asistanınız çalışmaya hazır.,,MainWindow.xaml; MainWindow.xaml.cs,881,"Text=""AI destekli kod asistanınız çalışmaya hazır."""
HizliBaslangic,Hızlı Başlangıç:,,MainWindow.xaml; MainWindow.xaml.cs,885,"Text=""Hızlı Başlangıç:"""
SagUsttekiAyarlarMenusundenAPIKeyIniziGirin,Sağ üstteki Ayarlar (⚙) menüsünden API Key'inizi girin.,,MainWindow.xaml; MainWindow.xaml.cs,891,"Text=""Sağ üstteki Ayarlar (⚙) menüsünden API Key'inizi girin."""
SolUsttenQuotProjeKlasoruSecQuotDiyerekBirKlasorAcin,Sol üstten &quot;Proje Klasörü Seç&quot; diyerek bir klasör açın.,,MainWindow.xaml,898,"Text=""Sol üstten &quot;Proje Klasörü Seç&quot; diyerek bir klasör açın."""
SagdakiSohbetPanelindenGoreviniziVerinVeArkanizaYaslanin,Sağdaki sohbet panelinden görevinizi verin ve arkanıza yaslanın!,,MainWindow.xaml; MainWindow.xaml.cs,905,"Text=""Sağdaki sohbet panelinden görevinizi verin ve arkanıza yaslanın!"""
TerminalAmpIslem,💻 Terminal &amp; 📊 İşlem,,MainWindow.xaml,938,"Text=""💻 Terminal &amp; 📊 İşlem"""
Islemler,İşlemler,,MainWindow.xaml,981,"Header=""İşlemler"""
SolTiklayarakAPIGirinSagTiklayarakAyarlayin,"Sol tıklayarak API girin, sağ tıklayarak ayarlayın",,MainWindow.xaml,1016,"Text=""Sol tıklayarak API girin, sağ tıklayarak ayarlayın"""
RAGAPIAyarlariniDuzenleSagTikDaCalisir,RAG API ayarlarını düzenle (Sağ tık da çalışır),,MainWindow.xaml,1025,"ToolTip=""RAG API ayarlarını düzenle (Sağ tık da çalışır)"""
YenidenIndeksle,🔄 Yeniden İndeksle,,MainWindow.xaml,1050,"Content=""🔄 Yeniden İndeksle"""
ProjeyiSifirdanIndeksle,Projeyi sıfırdan indeksle,,MainWindow.xaml,1053,"ToolTip=""Projeyi sıfırdan indeksle"""
Araclar,🛠️ Araçlar,,MainWindow.xaml,1079,"Content=""🛠️ Araçlar"""
ModelinKullanabilecegiSistemAraclariniYonetmeniziSaglarOtomatikManuelModSecimiYapilabilir,Modelin kullanabileceği sistem araçlarını yönetmenizi sağlar. Otomatik/Manuel mod seçimi yapılabilir.,,MainWindow.xaml,1079,"ToolTip=""Modelin kullanabileceği sistem araçlarını yönetmenizi sağlar. Otomatik/Manuel mod seçimi yapılabilir."""
OzelGorevlerTestUIIcinUzmanlasmisAltAjanlariYonetir,"Özel görevler (Test, UI) için uzmanlaşmış alt ajanları yönetir.",,MainWindow.xaml,1084,"ToolTip=""Özel görevler (Test, UI) için uzmanlaşmış alt ajanları yönetir."""
Kisayollar,⌨️ Kısayollar,,MainWindow.xaml,1086,"Content=""⌨️ Kısayollar"""
ProgramIciKlavyeKisayollariniGoruntuler,Program içi klavye kısayollarını görüntüler.,,MainWindow.xaml,1086,"ToolTip=""Program içi klavye kısayollarını görüntüler."""
APIAnahtarlariGeminiGroqVbAIRouterAyarlariVeTemaSeciminiYonetir,"API Anahtarları (Gemini, Groq vb.), AI Router ayarları ve tema seçimini yönetir.",,MainWindow.xaml,1087,"ToolTip=""API Anahtarları (Gemini, Groq vb.), AI Router ayarları ve tema seçimini yönetir."""
YeniSohbetBaslat,➕ Yeni Sohbet Başlat,,MainWindow.xaml; MainWindow.xaml.cs,1104,"Content=""➕ Yeni Sohbet Başlat"""
Hazir3,🟢 Hazır,,MainWindow.xaml,1225,"Text=""🟢 Hazır"""
TimeLineIleAICalismasiniIzlemeniziSaglar,TimeLine ile AI çalışmasını izlemenizi sağlar.,,MainWindow.xaml,1288,"ToolTip=""TimeLine ile AI çalışmasını izlemenizi sağlar."""
TODOGorevleriniTakipEtmeniziSaglar,TODO görevlerini takip etmenizi sağlar,,MainWindow.xaml,1290,"ToolTip=""TODO görevlerini takip etmenizi sağlar"""
UzerindeDegisiklikYapilanDosyalariGormeniziSaglar,Üzerinde değişiklik yapılan dosyaları görmenizi sağlar.,,MainWindow.xaml,1292,"ToolTip=""Üzerinde değişiklik yapılan dosyaları görmenizi sağlar."""
ProjeSecilmediSohbetEdebilirsinizAncakAraclarCalismazVeKonusmaKaydedilmez,Proje seçilmedi: Sohbet edebilirsiniz ancak araçlar çalışmaz ve konuşma kaydedilmez.,,MainWindow.xaml; MainWindow.xaml.cs,1405,"Text=""Proje seçilmedi: Sohbet edebilirsiniz ancak araçlar çalışmaz ve konuşma kaydedilmez."""
BirGorevYazinVeyaIleDosyaEkleyin,Bir görev yazın veya @ ile dosya ekleyin...,,MainWindow.xaml,1437,"Text=""Bir görev yazın veya @ ile dosya ekleyin..."""
SohbetGecmisiniTemizleProjeAyarlariKorunur,Sohbet geçmişini temizle (proje ayarları korunur),,MainWindow.xaml,1466,"ToolTip=""Sohbet geçmişini temizle (proje ayarları korunur)"""
